app_price_id,pub_name,pint_name,price_gbp,price_text,address,latitude,longitude,boroughs_visible,boroughs_raw_embedded,boroughs_raw_embedded_non_anomaly,boroughs_raw_embedded_site_anomaly,boroughs_all_sources,primary_borough,rank_visible_borough,estimated_average_price_text,pub_url,constructed_pub_url,borough_urls,pub_key,pint_position_for_pub,phone_number,email,website,booking_link,image_url,description,comment,food,cocktails,beer_garden,live_sports,live_music,pub_quiz,darts,pool,happy_hour,karaoke,cool,locality,source_datasets,source_row_count,visible_borough_source_row_count,raw_embedded_source_row_count,individual_pub_page_source_row_count,has_visible_borough_row,has_raw_embedded_map_row,has_individual_pub_page_row,is_clean_canonical_app_row,data_quality_notes,scraped_at_values
app_price_000011,The Elephant Inn,GUINNESS,6.7,£6.70,N12 8NR,51.6115,-0.179472,Barnet,Barnet|Havering|Hillingdon|Redbridge,Barnet,Havering|Hillingdon|Redbridge,Barnet|Havering|Hillingdon|Redbridge,Barnet,10,£5.28,https://www.pint-prices.com/pub/N12%208NR/The%20Elephant%20Inn,https://www.pint-prices.com/pub/N12%208NR/The%20Elephant%20Inn,https://www.pint-prices.com/borough-results/Barnet|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,The Elephant Inn51.6115,1,,,,,,,AUTO_ADDED_PINT,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw,5,1,4,0,True,True,False,True,raw_embedded_includes_site_anomaly_borough|not_found_on_individual_pub_page_extract,2026-07-03T23:10:47+00:00
app_price_000012,Bexleyheath Working Mens Club,HEINEKEN SILVER,3.9,£3.90,"Royal Oak Rd, Bexleyheath DA6 7HG, UK",51.4555,0.142405,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,12,£4.33,"https://www.pint-prices.com/pub/Royal%20Oak%20Rd,%20Bexleyheath%20DA6%207HG,%20UK/Bexleyheath%20Working%20Mens%20Club",https://www.pint-prices.com/pub/Royal%20Oak%20Rd%2C%20Bexleyheath%20DA6%207HG%2C%20UK/Bexleyheath%20Working%20Mens%20Club,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Bexleyheath Working Mens Club51.4555,1,020 8303 2163,,,,https://lh3.googleusercontent.com/p/AF1QipPIO5Yfr8MFB3veY9zFCJrF-IdrQ6WnsCPbCFPp=s680-w680-h510,"Welcome to Bexleyheath Working Mens Club! Located on Royal Oak Rd in Bexleyheath, our pub offers a beer garden, live sports, live music, and pool for your entertainment. Join us for a great time with friends and enjoy the lively atmosphere.",,,,Yes,Yes,Yes,,,Yes,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000013,Delicio (Bexleyheath),PERONI,5.45,£5.45,"157 Broadway, Bexleyheath DA6 7EY, UK",51.4569,0.141497,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,37,£4.33,"https://www.pint-prices.com/pub/157%20Broadway,%20Bexleyheath%20DA6%207EY,%20UK/Delicio%20(Bexleyheath)",https://www.pint-prices.com/pub/157%20Broadway%2C%20Bexleyheath%20DA6%207EY%2C%20UK/Delicio%20%28Bexleyheath%29,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Delicio (Bexleyheath)51.4569,1,020 7998 0932,,https://www.deliciobexleyheath.co.uk/,,,,,,,,,,,,,,,,Bexley,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000014,George,AMSTEL,5.4,£5.40,"74 Bexley High St, Bexley DA5 1AJ, UK",51.4416,0.150285,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,35,£4.33,"https://www.pint-prices.com/pub/74%20Bexley%20High%20St,%20Bexley%20DA5%201AJ,%20UK/George",https://www.pint-prices.com/pub/74%20Bexley%20High%20St%2C%20Bexley%20DA5%201AJ%2C%20UK/George,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,George51.4416,1,01322 523843,Contact us form,https://www.greeneking.co.uk/pubs/kent/george/find-us,,https://gkbr-p-001.sitecorecontenthub.cloud/api/public/content/1d81275d9dfe4c218dcc9bfe00a1f762?v=06944218&t=w1540,"Located in Bexley, The George pub is a popular spot offering delicious food, a beer garden, and live sports for entertainment. Whether you're looking to enjoy a meal, catch a game, or relax outdoors, The George has you covered. With a warm and inviting atmosphere, this pub is the perfect place to unwind with friends and family. Make sure to check out their website for more information and to plan your visit.",,Yes,,Yes,Yes,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000015,Hazine,EFES,6.0,£6.00,"Hazine, 288-290 Broadway, Bexleyheath DA6 8AJ, UK",51.4582,0.134446,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,39,£4.33,"https://www.pint-prices.com/pub/Hazine,%20288-290%20Broadway,%20Bexleyheath%20DA6%208AJ,%20UK/Hazine",https://www.pint-prices.com/pub/Hazine%2C%20288-290%20Broadway%2C%20Bexleyheath%20DA6%208AJ%2C%20UK/Hazine,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Hazine51.4582,1,020 8617 1564,info@hazine.co.uk,http://hazine.co.uk/,,https://hazine.co.uk/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-22-at-13.56.jpg,"Hazine is a luxurious dining destination in Bexleyheath where Turkish culinary traditions meet contemporary elegance. Specializing in mezes and grilled dishes, Hazine offers an authentic taste of the Mediterranean with a blend of tradition and innovation. From rich mezes to tantalizing grilled specialties, every dish at Hazine tells a story of tradition and excellence. The vibrant atmosphere is enhanced by live performances and unforgettable events, creating a dining experience that transports you to Turkey. Indulge in expertly crafted cocktails and a carefully curated wine menu sourced from vineyards personally visited by the team. Join Hazine for a journey through the rich and diverse flavors of Turkish and Mediterranean cuisine, where warmth, hospitality, and exquisite flavors await.",,Yes,,,,,,,,,,Yes,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000016,Hazine,PERONI,6.6,£6.60,"Hazine, 288-290 Broadway, Bexleyheath DA6 8AJ, UK",51.4582,0.134446,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,42,£4.33,"https://www.pint-prices.com/pub/Hazine,%20288-290%20Broadway,%20Bexleyheath%20DA6%208AJ,%20UK/Hazine",https://www.pint-prices.com/pub/Hazine%2C%20288-290%20Broadway%2C%20Bexleyheath%20DA6%208AJ%2C%20UK/Hazine,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Hazine51.4582,2,020 8617 1564,info@hazine.co.uk,http://hazine.co.uk/,,https://hazine.co.uk/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-22-at-13.56.jpg,"Hazine is a luxurious dining destination in Bexleyheath where Turkish culinary traditions meet contemporary elegance. Specializing in mezes and grilled dishes, Hazine offers an authentic taste of the Mediterranean with a blend of tradition and innovation. From rich mezes to tantalizing grilled specialties, every dish at Hazine tells a story of tradition and excellence. The vibrant atmosphere is enhanced by live performances and unforgettable events, creating a dining experience that transports you to Turkey. Indulge in expertly crafted cocktails and a carefully curated wine menu sourced from vineyards personally visited by the team. Join Hazine for a journey through the rich and diverse flavors of Turkish and Mediterranean cuisine, where warmth, hospitality, and exquisite flavors await.",,Yes,,,,,,,,,,Yes,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000017,Lord Hill,CARLING,4.5,£4.50,"40 Watling St, Bexleyheath DA6 7QG, UK",51.4551,0.154755,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,25,£4.33,"https://www.pint-prices.com/pub/40%20Watling%20St,%20Bexleyheath%20DA6%207QG,%20UK/Lord%20Hill",https://www.pint-prices.com/pub/40%20Watling%20St%2C%20Bexleyheath%20DA6%207QG%2C%20UK/Lord%20Hill,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Lord Hill51.4551,1,01322 552291,Contact us form on homepage,http://www.thelordhill.co.uk/,,https://lirp.cdn-website.com/d8ea7fe5/dms3rep/multi/opt/IMG-1612-1920w.jpg,"Located at 40 Watling St in Bexleyheath, The Lord Hill is a pub with a vibrant atmosphere and a beer garden for you to enjoy. With live music events, this pub is the perfect spot to unwind and have a great time with friends. Contact them at 01322 552291 or visit their website for more information.",might be the other way around he doesn't know,,,Yes,,Yes,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000018,Lord Hill,FOSTERS,4.6,£4.60,"40 Watling St, Bexleyheath DA6 7QG, UK",51.4551,0.154755,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,30,£4.33,"https://www.pint-prices.com/pub/40%20Watling%20St,%20Bexleyheath%20DA6%207QG,%20UK/Lord%20Hill",https://www.pint-prices.com/pub/40%20Watling%20St%2C%20Bexleyheath%20DA6%207QG%2C%20UK/Lord%20Hill,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Lord Hill51.4551,2,01322 552291,Contact us form on homepage,http://www.thelordhill.co.uk/,,https://lirp.cdn-website.com/d8ea7fe5/dms3rep/multi/opt/IMG-1612-1920w.jpg,"Located at 40 Watling St in Bexleyheath, The Lord Hill is a pub with a vibrant atmosphere and a beer garden for you to enjoy. With live music events, this pub is the perfect spot to unwind and have a great time with friends. Contact them at 01322 552291 or visit their website for more information.",might be the other way around he doesn't know,,,Yes,,Yes,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000019,Prince Albert,SPITFIRE,4.9,£4.90,"2 Broadway, Bexleyheath DA6 7LE, UK",51.4555,0.152797,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,33,£4.33,"https://www.pint-prices.com/pub/2%20Broadway,%20Bexleyheath%20DA6%207LE,%20UK/Prince%20Albert",https://www.pint-prices.com/pub/2%20Broadway%2C%20Bexleyheath%20DA6%207LE%2C%20UK/Prince%20Albert,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,Prince Albert51.4555,1,020 3674 9255,info@princealbertbexleyheath.co.uk,https://www.princealbertbexleyheath.co.uk/,,https://snsites.co.uk/sites/default/files/styles/gallery_image_preview/public/2022-11/prince_albert_bar.jpeg?h=d16708e1&itok=dTfRT6OX,"Welcome to the Prince Albert pub in Bexleyheath! Located at 2 Broadway, Bexleyheath DA6 7LE, this historic pub, built in 1851, is one of the oldest serving buildings in the area. Previously known as ""The Pots & Pans,"" the Prince Albert offers a unique experience with a mix of old charm and modern amenities. Whether you're looking for fine wines, traditional food, or award-winning ales, the knowledgeable team at Prince Albert is excited to serve you. With cozy areas by the fire, a new decking area for sunny days, and big screens for sports enthusiasts, this pub caters to everyone and every situation. Don't miss out on their karaoke nights and live music events! The Prince Albert also offers a function room for private gatherings or meetings. Be sure to check out their food and drink deals, cocktails, Sunday roasts, and more. With a welcoming atmosphere and a range of offerings, Prince Albert is the perfect spot to unwind and enjoy good company.",,Yes,,Yes,,,,,,,Yes,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
app_price_000020,The Bird & Barrel,BEXLEY BREWERY '5 HOP' SESSION IPA,4.8,£4.80,"100 Barnehurst Rd, Bexleyheath DA7 6HG, UK",51.4658,0.15818,Bexley,Bexley|Havering|Hillingdon|Redbridge,Bexley,Havering|Hillingdon|Redbridge,Bexley|Havering|Hillingdon|Redbridge,Bexley,32,£4.33,"https://www.pint-prices.com/pub/100%20Barnehurst%20Rd,%20Bexleyheath%20DA7%206HG,%20UK/The%20Bird%20%26%20Barrel",https://www.pint-prices.com/pub/100%20Barnehurst%20Rd%2C%20Bexleyheath%20DA7%206HG%2C%20UK/The%20Bird%20%26%20Barrel,https://www.pint-prices.com/borough-results/Bexley|https://www.pint-prices.com/borough-results/Havering|https://www.pint-prices.com/borough-results/Hillingdon|https://www.pint-prices.com/borough-results/Redbridge,The Bird & Barrel51.4658,4,🌐 https://bexleybrewery.co.uk/birdbarrel 📧cameron@bexleybrewery.co.uk,cameron@bexleybrewery.co.uk,https://bexleybrewery.co.uk/birdbarrel,,https://lh3.googleusercontent.com/p/AF1QipPowg-LuRwUzMnBGMaRoDcvnzkahx53jO2sHHeX=s680-w680-h510,"The Bird & Barrel, located at 100 Barnehurst Road in Bexleyheath, is Bexley Brewery's own Micro pub. With an ever-changing selection of Cask, Keg, draught Ciders, Gins, Wines, Spirits, Bottled beers, and Soft Drinks, there is something for everyone to enjoy. This dog-friendly pub welcomes visitors to experience a variety of beverages in a cozy setting. Check out their opening hours and plan your visit to The Bird & Barrel for a delightful pub experience.",,,,,,,,,,,,,,canonical_borough_leaderboard_enriched|borough_embedded_map_data_raw|individual_pub_page,6,1,4,1,True,True,True,True,raw_embedded_includes_site_anomaly_borough,2026-07-03T23:10:47+00:00
