source_dataset,is_canonical_borough_price,is_visible_borough_row,is_raw_embedded_map_row,is_pub_page_row,borough,rank,pub_name,pint_name,price_text,price_gbp,pub_url,borough_url,estimated_average_price_text,scraped_at,pub_key,address,beer_garden,booking_link,cocktails,comment,cool,darts,description,distance,email,food,happy_hour,image_url,karaoke,latitude,live_music,live_sports,locality,longitude,name,phone_number,pool,pub_quiz,website,constructed_pub_url
canonical_borough_leaderboard_enriched,True,True,False,False,Barnet,11,Arnos Arms,NECK OIL,£6.80,6.8,"https://www.pint-prices.com/pub/338%20Bowes%20Road,%20Arnos%20Grove,%20London,%20N11%201AN/Arnos%20Arms",https://www.pint-prices.com/borough-results/Barnet,£5.28,2026-07-03T23:10:47+00:00,Arnos Arms51.6162,"338 Bowes Road, Arnos Grove, London, N11 1AN",,,,,,,,1.6820469543780985,arnosarms@craftlocals.com,,,,,51.6162,,,,-0.132117,Arnos Arms,0208 368 4456,,,,https://www.pint-prices.com/pub/338%20Bowes%20Road%2C%20Arnos%20Grove%2C%20London%2C%20N11%201AN/Arnos%20Arms
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,1,The Wrong Un - JD Wetherspoon,BUD LIGHT,£2.59,2.59,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Wrong Un - JD Wetherspoon51.4579,"234-236 Broadway, Bexleyheath DA6 8AS, UK",,,,Spoons,,,"Visit The Wrong Un - JD Wetherspoon in Bexleyheath for a classic pub experience. Enjoy delicious food, a wide selection of drinks, and a welcoming atmosphere. With facilities like live news broadcasts, WiFi, and step-free access, this pub has everything you need for a great time out. Don't miss out on their menu offerings and be sure to check out their pub history related to cricket. Whether you're looking to relax with a pint or grab a bite to eat, The Wrong Un is the place to be.",0.9663642146547456,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/0100/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=30375745573154158FFC3FCCBB746B040425F42A,,51.4579,,,,0.13741,The Wrong Un - JD Wetherspoon,020 8298 0439,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-wrong-un-bexleyheath,https://www.pint-prices.com/pub/234-236%20Broadway%2C%20Bexleyheath%20DA6%208AS%2C%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,2,The Furze Wren - JD Wetherspoon,BUD LIGHT,£2.59,2.59,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Furze Wren - JD Wetherspoon51.4568,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,3,The Wrong Un - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Wrong Un - JD Wetherspoon51.4579,"234-236 Broadway, Bexleyheath DA6 8AS, UK",,,,Spoons,,,"Visit The Wrong Un - JD Wetherspoon in Bexleyheath for a classic pub experience. Enjoy delicious food, a wide selection of drinks, and a welcoming atmosphere. With facilities like live news broadcasts, WiFi, and step-free access, this pub has everything you need for a great time out. Don't miss out on their menu offerings and be sure to check out their pub history related to cricket. Whether you're looking to relax with a pint or grab a bite to eat, The Wrong Un is the place to be.",0.9663642146547456,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/0100/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=30375745573154158FFC3FCCBB746B040425F42A,,51.4579,,,,0.13741,The Wrong Un - JD Wetherspoon,020 8298 0439,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-wrong-un-bexleyheath,https://www.pint-prices.com/pub/234-236%20Broadway%2C%20Bexleyheath%20DA6%208AS%2C%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,4,The Furze Wren - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Furze Wren - JD Wetherspoon51.4568,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,5,The Wrong Un - JD Wetherspoon,BUDWEISER,£3.06,3.06,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Wrong Un - JD Wetherspoon51.4579,"234-236 Broadway, Bexleyheath DA6 8AS, UK",,,,Spoons,,,"Visit The Wrong Un - JD Wetherspoon in Bexleyheath for a classic pub experience. Enjoy delicious food, a wide selection of drinks, and a welcoming atmosphere. With facilities like live news broadcasts, WiFi, and step-free access, this pub has everything you need for a great time out. Don't miss out on their menu offerings and be sure to check out their pub history related to cricket. Whether you're looking to relax with a pint or grab a bite to eat, The Wrong Un is the place to be.",0.9663642146547456,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/0100/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=30375745573154158FFC3FCCBB746B040425F42A,,51.4579,,,,0.13741,The Wrong Un - JD Wetherspoon,020 8298 0439,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-wrong-un-bexleyheath,https://www.pint-prices.com/pub/234-236%20Broadway%2C%20Bexleyheath%20DA6%208AS%2C%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,6,The Wrong Un - JD Wetherspoon,CARLING,£3.06,3.06,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Wrong Un - JD Wetherspoon51.4579,"234-236 Broadway, Bexleyheath DA6 8AS, UK",,,,Spoons,,,"Visit The Wrong Un - JD Wetherspoon in Bexleyheath for a classic pub experience. Enjoy delicious food, a wide selection of drinks, and a welcoming atmosphere. With facilities like live news broadcasts, WiFi, and step-free access, this pub has everything you need for a great time out. Don't miss out on their menu offerings and be sure to check out their pub history related to cricket. Whether you're looking to relax with a pint or grab a bite to eat, The Wrong Un is the place to be.",0.9663642146547456,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/0100/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=30375745573154158FFC3FCCBB746B040425F42A,,51.4579,,,,0.13741,The Wrong Un - JD Wetherspoon,020 8298 0439,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-wrong-un-bexleyheath,https://www.pint-prices.com/pub/234-236%20Broadway%2C%20Bexleyheath%20DA6%208AS%2C%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,7,The Wrong Un - JD Wetherspoon,COORS,£3.06,3.06,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Wrong Un - JD Wetherspoon51.4579,"234-236 Broadway, Bexleyheath DA6 8AS, UK",,,,Spoons,,,"Visit The Wrong Un - JD Wetherspoon in Bexleyheath for a classic pub experience. Enjoy delicious food, a wide selection of drinks, and a welcoming atmosphere. With facilities like live news broadcasts, WiFi, and step-free access, this pub has everything you need for a great time out. Don't miss out on their menu offerings and be sure to check out their pub history related to cricket. Whether you're looking to relax with a pint or grab a bite to eat, The Wrong Un is the place to be.",0.9663642146547456,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/0100/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=30375745573154158FFC3FCCBB746B040425F42A,,51.4579,,,,0.13741,The Wrong Un - JD Wetherspoon,020 8298 0439,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-wrong-un-bexleyheath,https://www.pint-prices.com/pub/234-236%20Broadway%2C%20Bexleyheath%20DA6%208AS%2C%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,8,The Wrong Un - JD Wetherspoon,GUINNESS,£3.53,3.53,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Wrong Un - JD Wetherspoon51.4579,"234-236 Broadway, Bexleyheath DA6 8AS, UK",,,,Spoons,,,"Visit The Wrong Un - JD Wetherspoon in Bexleyheath for a classic pub experience. Enjoy delicious food, a wide selection of drinks, and a welcoming atmosphere. With facilities like live news broadcasts, WiFi, and step-free access, this pub has everything you need for a great time out. Don't miss out on their menu offerings and be sure to check out their pub history related to cricket. Whether you're looking to relax with a pint or grab a bite to eat, The Wrong Un is the place to be.",0.9663642146547456,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/0100/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=30375745573154158FFC3FCCBB746B040425F42A,,51.4579,,,,0.13741,The Wrong Un - JD Wetherspoon,020 8298 0439,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-wrong-un-bexleyheath,https://www.pint-prices.com/pub/234-236%20Broadway%2C%20Bexleyheath%20DA6%208AS%2C%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,9,The Furze Wren - JD Wetherspoon,GUINNESS,£3.53,3.53,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Furze Wren - JD Wetherspoon51.4568,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,10,The Furze Wren - JD Wetherspoon,CARLING,£3.89,3.89,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Furze Wren - JD Wetherspoon51.4568,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,11,The Furze Wren - JD Wetherspoon,COORS,£3.89,3.89,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Furze Wren - JD Wetherspoon51.4568,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,12,Bexleyheath Working Mens Club,HEINEKEN SILVER,£3.90,3.9,"https://www.pint-prices.com/pub/Royal%20Oak%20Rd,%20Bexleyheath%20DA6%207HG,%20UK/Bexleyheath%20Working%20Mens%20Club",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,Bexleyheath Working Mens Club51.4555,"Royal Oak Rd, Bexleyheath DA6 7HG, UK",Yes,,,,,,"Welcome to Bexleyheath Working Mens Club! Located on Royal Oak Rd in Bexleyheath, our pub offers a beer garden, live sports, live music, and pool for your entertainment. Join us for a great time with friends and enjoy the lively atmosphere.",0.5648443351082704,,,,https://lh3.googleusercontent.com/p/AF1QipPIO5Yfr8MFB3veY9zFCJrF-IdrQ6WnsCPbCFPp=s680-w680-h510,,51.4555,Yes,Yes,,0.142405,Bexleyheath Working Mens Club,020 8303 2163,Yes,,,https://www.pint-prices.com/pub/Royal%20Oak%20Rd%2C%20Bexleyheath%20DA6%207HG%2C%20UK/Bexleyheath%20Working%20Mens%20Club
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,13,The Furze Wren - JD Wetherspoon,BUDWEISER,£3.98,3.98,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Furze Wren - JD Wetherspoon51.4568,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon
canonical_borough_leaderboard_enriched,True,True,False,False,Bexley,14,The Bird & Barrel,BEXLEY BREWERY 'GOLDEN ACRE' PALE,£4.00,4.0,"https://www.pint-prices.com/pub/100%20Barnehurst%20Rd,%20Bexleyheath%20DA7%206HG,%20UK/The%20Bird%20%26%20Barrel",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,The Bird & Barrel51.4658,"100 Barnehurst Rd, Bexleyheath DA7 6HG, UK",,,,,,,"The Bird & Barrel, located at 100 Barnehurst Road in Bexleyheath, is Bexley Brewery's own Micro pub. With an ever-changing selection of Cask, Keg, draught Ciders, Gins, Wines, Spirits, Bottled beers, and Soft Drinks, there is something for everyone to enjoy. This dog-friendly pub welcomes visitors to experience a variety of beverages in a cozy setting. Check out their opening hours and plan your visit to The Bird & Barrel for a delightful pub experience.",1.3236722738573004,cameron@bexleybrewery.co.uk,,,https://lh3.googleusercontent.com/p/AF1QipPowg-LuRwUzMnBGMaRoDcvnzkahx53jO2sHHeX=s680-w680-h510,,51.4658,,,,0.15818,The Bird & Barrel,,,,https://bexleybrewery.co.uk/birdbarrel,https://www.pint-prices.com/pub/100%20Barnehurst%20Rd%2C%20Bexleyheath%20DA7%206HG%2C%20UK/The%20Bird%20%26%20Barrel
