borough,pub_key,pub_name,pint_name,price_text,price_gbp,pint_position_for_pub,constructed_pub_url,borough_url,scraped_at,address,beer_garden,booking_link,cocktails,comment,cool,darts,description,distance,email,food,happy_hour,image_url,karaoke,latitude,live_music,live_sports,locality,longitude,name,phone_number,pool,pub_quiz,website
Barnet,The Elephant Inn51.6115,The Elephant Inn,Guinness,6.70,6.7,1,https://www.pint-prices.com/pub/N12%208NR/The%20Elephant%20Inn,https://www.pint-prices.com/borough-results/Barnet,2026-07-03T23:10:47+00:00,N12 8NR,,,,AUTO_ADDED_PINT,,,,2.4488895277357106,,,,,,51.6115,,,,-0.179472,The Elephant Inn,,,,
Bexley,Bexleyheath Working Mens Club51.4555,Bexleyheath Working Mens Club,Heineken Silver,3.90,3.9,1,https://www.pint-prices.com/pub/Royal%20Oak%20Rd%2C%20Bexleyheath%20DA6%207HG%2C%20UK/Bexleyheath%20Working%20Mens%20Club,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Royal Oak Rd, Bexleyheath DA6 7HG, UK",Yes,,,,,,"Welcome to Bexleyheath Working Mens Club! Located on Royal Oak Rd in Bexleyheath, our pub offers a beer garden, live sports, live music, and pool for your entertainment. Join us for a great time with friends and enjoy the lively atmosphere.",0.5648443351082704,,,,https://lh3.googleusercontent.com/p/AF1QipPIO5Yfr8MFB3veY9zFCJrF-IdrQ6WnsCPbCFPp=s680-w680-h510,,51.4555,Yes,Yes,,0.142405,Bexleyheath Working Mens Club,020 8303 2163,Yes,,
Bexley,Delicio (Bexleyheath)51.4569,Delicio (Bexleyheath),Peroni,5.45,5.45,1,https://www.pint-prices.com/pub/157%20Broadway%2C%20Bexleyheath%20DA6%207EY%2C%20UK/Delicio%20%28Bexleyheath%29,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"157 Broadway, Bexleyheath DA6 7EY, UK",,,,,,,,0.662251539422254,,,,,,51.4569,,,Bexley,0.141497,Delicio (Bexleyheath),020 7998 0932,,,https://www.deliciobexleyheath.co.uk/
Bexley,George51.4416,George,Amstel,5.40,5.4,1,https://www.pint-prices.com/pub/74%20Bexley%20High%20St%2C%20Bexley%20DA5%201AJ%2C%20UK/George,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"74 Bexley High St, Bexley DA5 1AJ, UK",Yes,,,,,,"Located in Bexley, The George pub is a popular spot offering delicious food, a beer garden, and live sports for entertainment. Whether you're looking to enjoy a meal, catch a game, or relax outdoors, The George has you covered. With a warm and inviting atmosphere, this pub is the perfect place to unwind with friends and family. Make sure to check out their website for more information and to plan your visit.",1.4789675748948663,Contact us form,Yes,,https://gkbr-p-001.sitecorecontenthub.cloud/api/public/content/1d81275d9dfe4c218dcc9bfe00a1f762?v=06944218&t=w1540,,51.4416,,Yes,,0.150285,George,01322 523843,,,https://www.greeneking.co.uk/pubs/kent/george/find-us
Bexley,Hazine51.4582,Hazine,Efes,6.00,6.0,1,https://www.pint-prices.com/pub/Hazine%2C%20288-290%20Broadway%2C%20Bexleyheath%20DA6%208AJ%2C%20UK/Hazine,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Hazine, 288-290 Broadway, Bexleyheath DA6 8AJ, UK",,,,,Yes,,"Hazine is a luxurious dining destination in Bexleyheath where Turkish culinary traditions meet contemporary elegance. Specializing in mezes and grilled dishes, Hazine offers an authentic taste of the Mediterranean with a blend of tradition and innovation. From rich mezes to tantalizing grilled specialties, every dish at Hazine tells a story of tradition and excellence. The vibrant atmosphere is enhanced by live performances and unforgettable events, creating a dining experience that transports you to Turkey. Indulge in expertly crafted cocktails and a carefully curated wine menu sourced from vineyards personally visited by the team. Join Hazine for a journey through the rich and diverse flavors of Turkish and Mediterranean cuisine, where warmth, hospitality, and exquisite flavors await.",1.1712870007179181,info@hazine.co.uk,Yes,,https://hazine.co.uk/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-22-at-13.56.jpg,,51.4582,,,,0.134446,Hazine,020 8617 1564,,,http://hazine.co.uk/
Bexley,Hazine51.4582,Hazine,Peroni,6.60,6.6,2,https://www.pint-prices.com/pub/Hazine%2C%20288-290%20Broadway%2C%20Bexleyheath%20DA6%208AJ%2C%20UK/Hazine,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Hazine, 288-290 Broadway, Bexleyheath DA6 8AJ, UK",,,,,Yes,,"Hazine is a luxurious dining destination in Bexleyheath where Turkish culinary traditions meet contemporary elegance. Specializing in mezes and grilled dishes, Hazine offers an authentic taste of the Mediterranean with a blend of tradition and innovation. From rich mezes to tantalizing grilled specialties, every dish at Hazine tells a story of tradition and excellence. The vibrant atmosphere is enhanced by live performances and unforgettable events, creating a dining experience that transports you to Turkey. Indulge in expertly crafted cocktails and a carefully curated wine menu sourced from vineyards personally visited by the team. Join Hazine for a journey through the rich and diverse flavors of Turkish and Mediterranean cuisine, where warmth, hospitality, and exquisite flavors await.",1.1712870007179181,info@hazine.co.uk,Yes,,https://hazine.co.uk/wp-content/uploads/2020/08/WhatsApp-Image-2020-08-22-at-13.56.jpg,,51.4582,,,,0.134446,Hazine,020 8617 1564,,,http://hazine.co.uk/
Bexley,Lord Hill51.4551,Lord Hill,Carling,4.50,4.5,1,https://www.pint-prices.com/pub/40%20Watling%20St%2C%20Bexleyheath%20DA6%207QG%2C%20UK/Lord%20Hill,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"40 Watling St, Bexleyheath DA6 7QG, UK",Yes,,,might be the other way around he doesn't know,,,"Located at 40 Watling St in Bexleyheath, The Lord Hill is a pub with a vibrant atmosphere and a beer garden for you to enjoy. With live music events, this pub is the perfect spot to unwind and have a great time with friends. Contact them at 01322 552291 or visit their website for more information.",0.29566139213164144,Contact us form on homepage,,,https://lirp.cdn-website.com/d8ea7fe5/dms3rep/multi/opt/IMG-1612-1920w.jpg,,51.4551,Yes,,,0.154755,Lord Hill,01322 552291,,,http://www.thelordhill.co.uk/
Bexley,Lord Hill51.4551,Lord Hill,Fosters,4.60,4.6,2,https://www.pint-prices.com/pub/40%20Watling%20St%2C%20Bexleyheath%20DA6%207QG%2C%20UK/Lord%20Hill,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"40 Watling St, Bexleyheath DA6 7QG, UK",Yes,,,might be the other way around he doesn't know,,,"Located at 40 Watling St in Bexleyheath, The Lord Hill is a pub with a vibrant atmosphere and a beer garden for you to enjoy. With live music events, this pub is the perfect spot to unwind and have a great time with friends. Contact them at 01322 552291 or visit their website for more information.",0.29566139213164144,Contact us form on homepage,,,https://lirp.cdn-website.com/d8ea7fe5/dms3rep/multi/opt/IMG-1612-1920w.jpg,,51.4551,Yes,,,0.154755,Lord Hill,01322 552291,,,http://www.thelordhill.co.uk/
Bexley,Prince Albert51.4555,Prince Albert,Spitfire,4.90,4.9,1,https://www.pint-prices.com/pub/2%20Broadway%2C%20Bexleyheath%20DA6%207LE%2C%20UK/Prince%20Albert,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"2 Broadway, Bexleyheath DA6 7LE, UK",Yes,,,,,,"Welcome to the Prince Albert pub in Bexleyheath! Located at 2 Broadway, Bexleyheath DA6 7LE, this historic pub, built in 1851, is one of the oldest serving buildings in the area. Previously known as ""The Pots & Pans,"" the Prince Albert offers a unique experience with a mix of old charm and modern amenities.
 
 Whether you're looking for fine wines, traditional food, or award-winning ales, the knowledgeable team at Prince Albert is excited to serve you. With cozy areas by the fire, a new decking area for sunny days, and big screens for sports enthusiasts, this pub caters to everyone and every situation.
 
 Don't miss out on their karaoke nights and live music events! The Prince Albert also offers a function room for private gatherings or meetings. Be sure to check out their food and drink deals, cocktails, Sunday roasts, and more. With a welcoming atmosphere and a range of offerings, Prince Albert is the perfect spot to unwind and enjoy good company.",0.17257368810123172,info@princealbertbexleyheath.co.uk,Yes,,https://snsites.co.uk/sites/default/files/styles/gallery_image_preview/public/2022-11/prince_albert_bar.jpeg?h=d16708e1&itok=dTfRT6OX,Yes,51.4555,,,,0.152797,Prince Albert,020 3674 9255,,,https://www.princealbertbexleyheath.co.uk/
Bexley,The Bird & Barrel51.4658,The Bird & Barrel,Bexley Brewery 'Golden Acre' Pale,4.00,4.0,1,https://www.pint-prices.com/pub/100%20Barnehurst%20Rd%2C%20Bexleyheath%20DA7%206HG%2C%20UK/The%20Bird%20%26%20Barrel,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"100 Barnehurst Rd, Bexleyheath DA7 6HG, UK",,,,,,,"The Bird & Barrel, located at 100 Barnehurst Road in Bexleyheath, is Bexley Brewery's own Micro pub. With an ever-changing selection of Cask, Keg, draught Ciders, Gins, Wines, Spirits, Bottled beers, and Soft Drinks, there is something for everyone to enjoy. This dog-friendly pub welcomes visitors to experience a variety of beverages in a cozy setting. Check out their opening hours and plan your visit to The Bird & Barrel for a delightful pub experience.",1.3236722738573004,cameron@bexleybrewery.co.uk,,,https://lh3.googleusercontent.com/p/AF1QipPowg-LuRwUzMnBGMaRoDcvnzkahx53jO2sHHeX=s680-w680-h510,,51.4658,,,,0.15818,The Bird & Barrel,,,,https://bexleybrewery.co.uk/birdbarrel
Bexley,The Bird & Barrel51.4658,The Bird & Barrel,Thornbridge 'Lord Marples' Bitter,4.20,4.2,2,https://www.pint-prices.com/pub/100%20Barnehurst%20Rd%2C%20Bexleyheath%20DA7%206HG%2C%20UK/The%20Bird%20%26%20Barrel,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"100 Barnehurst Rd, Bexleyheath DA7 6HG, UK",,,,,,,"The Bird & Barrel, located at 100 Barnehurst Road in Bexleyheath, is Bexley Brewery's own Micro pub. With an ever-changing selection of Cask, Keg, draught Ciders, Gins, Wines, Spirits, Bottled beers, and Soft Drinks, there is something for everyone to enjoy. This dog-friendly pub welcomes visitors to experience a variety of beverages in a cozy setting. Check out their opening hours and plan your visit to The Bird & Barrel for a delightful pub experience.",1.3236722738573004,cameron@bexleybrewery.co.uk,,,https://lh3.googleusercontent.com/p/AF1QipPowg-LuRwUzMnBGMaRoDcvnzkahx53jO2sHHeX=s680-w680-h510,,51.4658,,,,0.15818,The Bird & Barrel,,,,https://bexleybrewery.co.uk/birdbarrel
Bexley,The Bird & Barrel51.4658,The Bird & Barrel,Bexley Brewery 'Arnsberg' Lager,4.80,4.8,3,https://www.pint-prices.com/pub/100%20Barnehurst%20Rd%2C%20Bexleyheath%20DA7%206HG%2C%20UK/The%20Bird%20%26%20Barrel,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"100 Barnehurst Rd, Bexleyheath DA7 6HG, UK",,,,,,,"The Bird & Barrel, located at 100 Barnehurst Road in Bexleyheath, is Bexley Brewery's own Micro pub. With an ever-changing selection of Cask, Keg, draught Ciders, Gins, Wines, Spirits, Bottled beers, and Soft Drinks, there is something for everyone to enjoy. This dog-friendly pub welcomes visitors to experience a variety of beverages in a cozy setting. Check out their opening hours and plan your visit to The Bird & Barrel for a delightful pub experience.",1.3236722738573004,cameron@bexleybrewery.co.uk,,,https://lh3.googleusercontent.com/p/AF1QipPowg-LuRwUzMnBGMaRoDcvnzkahx53jO2sHHeX=s680-w680-h510,,51.4658,,,,0.15818,The Bird & Barrel,,,,https://bexleybrewery.co.uk/birdbarrel
Bexley,The Bird & Barrel51.4658,The Bird & Barrel,Bexley Brewery '5 Hop' Session IPA,4.80,4.8,4,https://www.pint-prices.com/pub/100%20Barnehurst%20Rd%2C%20Bexleyheath%20DA7%206HG%2C%20UK/The%20Bird%20%26%20Barrel,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"100 Barnehurst Rd, Bexleyheath DA7 6HG, UK",,,,,,,"The Bird & Barrel, located at 100 Barnehurst Road in Bexleyheath, is Bexley Brewery's own Micro pub. With an ever-changing selection of Cask, Keg, draught Ciders, Gins, Wines, Spirits, Bottled beers, and Soft Drinks, there is something for everyone to enjoy. This dog-friendly pub welcomes visitors to experience a variety of beverages in a cozy setting. Check out their opening hours and plan your visit to The Bird & Barrel for a delightful pub experience.",1.3236722738573004,cameron@bexleybrewery.co.uk,,,https://lh3.googleusercontent.com/p/AF1QipPowg-LuRwUzMnBGMaRoDcvnzkahx53jO2sHHeX=s680-w680-h510,,51.4658,,,,0.15818,The Bird & Barrel,,,,https://bexleybrewery.co.uk/birdbarrel
Bexley,The Furze Wren (Wetherspoons)51.4566,The Furze Wren (Wetherspoons),Stella Artois,4.24,4.24,1,https://www.pint-prices.com/pub/DA6%207DY/The%20Furze%20Wren%20%28Wetherspoons%29,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,DA6 7DY,,,,AUTO_ADDED_PINT,,,,0.26131601991118736,,,,,,51.4566,,,,0.147896,The Furze Wren (Wetherspoons),,,,
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Bud Light,2.59,2.59,1,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Carlsberg Pilsner,2.83,2.83,2,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Guinness,3.53,3.53,3,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Carling,3.89,3.89,4,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Coors,3.89,3.89,5,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Budweiser,3.98,3.98,6,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Stella Artois,4.08,4.08,7,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
Bexley,The Furze Wren - JD Wetherspoon51.4568,The Furze Wren - JD Wetherspoon,Corona,4.20,4.2,8,https://www.pint-prices.com/pub/Broadway%20Square%2C%20Bexleyheath%20Shopping%20Centre%2C%206%20Market%20Pl%2C%20Bexleyheath%20DA6%207DY%2C%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon,https://www.pint-prices.com/borough-results/Bexley,2026-07-03T23:10:47+00:00,"Broadway Square, Bexleyheath Shopping Centre, 6 Market Pl, Bexleyheath DA6 7DY, UK",,,,Spoons,,,"The Furze Wren - JD Wetherspoon is a popular pub located in Bexleyheath, London. With a wide selection of food and drinks, this pub is perfect for a casual meal or drinks with friends. Enjoy the relaxed atmosphere and friendly service at The Furze Wren.",0.3478320238185102,spoons - check app,Yes,,https://www.jdwetherspoon.com/~/media/images/pubs/2862/1.jpg?w=855&crop=1&cropx=50&cropy=50&hash=50AC728DBB6B3E1997940E467BA622CF39907D57,,51.4568,,,,0.146512,The Furze Wren - JD Wetherspoon,020 8298 2590,,,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-furze-wren-bexleyheath
