source_dataset,borough,rank,pub_name,pint_name,price_text,price_gbp,pub_url,borough_url,estimated_average_price_text,scraped_at,address,phone_number,latitude,longitude,pint_position_for_pub
borough_pint_prices,Bexley,3,The Wrong Un - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,4,The Furze Wren - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,5,The Wrong Un - JD Wetherspoon,BUDWEISER,£3.06,3.06,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,6,The Wrong Un - JD Wetherspoon,CARLING,£3.06,3.06,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,7,The Wrong Un - JD Wetherspoon,COORS,£3.06,3.06,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,8,The Wrong Un - JD Wetherspoon,GUINNESS,£3.53,3.53,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,9,The Furze Wren - JD Wetherspoon,GUINNESS,£3.53,3.53,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,10,The Furze Wren - JD Wetherspoon,CARLING,£3.89,3.89,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,11,The Furze Wren - JD Wetherspoon,COORS,£3.89,3.89,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,12,Bexleyheath Working Mens Club,HEINEKEN SILVER,£3.90,3.9,"https://www.pint-prices.com/pub/Royal%20Oak%20Rd,%20Bexleyheath%20DA6%207HG,%20UK/Bexleyheath%20Working%20Mens%20Club",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,13,The Furze Wren - JD Wetherspoon,BUDWEISER,£3.98,3.98,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,14,The Bird & Barrel,BEXLEY BREWERY 'GOLDEN ACRE' PALE,£4.00,4.0,"https://www.pint-prices.com/pub/100%20Barnehurst%20Rd,%20Bexleyheath%20DA7%206HG,%20UK/The%20Bird%20%26%20Barrel",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,15,The Wrong Un - JD Wetherspoon,STELLA ARTOIS,£4.08,4.08,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,16,The Furze Wren - JD Wetherspoon,STELLA ARTOIS,£4.08,4.08,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,17,The Travellers Home,CARLING,£4.10,4.1,"https://www.pint-prices.com/pub/Long%20Ln,%20Bexleyheath%20DA7%205AR,%20UK/The%20Travellers%20Home",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,18,The Wrong Un - JD Wetherspoon,CORONA,£4.20,4.2,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,19,The Wrong Un - JD Wetherspoon,SAN MIGUEL,£4.20,4.2,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,20,The Furze Wren - JD Wetherspoon,CORONA,£4.20,4.2,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,21,The Furze Wren - JD Wetherspoon,SAN MIGUEL,£4.20,4.2,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,22,The Bird & Barrel,THORNBRIDGE 'LORD MARPLES' BITTER,£4.20,4.2,"https://www.pint-prices.com/pub/100%20Barnehurst%20Rd,%20Bexleyheath%20DA7%206HG,%20UK/The%20Bird%20%26%20Barrel",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,23,The Furze Wren (Wetherspoons),STELLA ARTOIS,£4.24,4.24,https://www.pint-prices.com/pub/DA6%207DY/The%20Furze%20Wren%20(Wetherspoons),https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,24,The Volunteer,FOSTERS,£4.30,4.3,"https://www.pint-prices.com/pub/46%20Church%20Rd,%20Bexleyheath%20DA7%204DQ,%20UK/The%20Volunteer",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,25,Lord Hill,CARLING,£4.50,4.5,"https://www.pint-prices.com/pub/40%20Watling%20St,%20Bexleyheath%20DA6%207QG,%20UK/Lord%20Hill",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,26,The Wrong Un - JD Wetherspoon,LEFFE BLONDE,£4.55,4.55,"https://www.pint-prices.com/pub/234-236%20Broadway,%20Bexleyheath%20DA6%208AS,%20UK/The%20Wrong%20Un%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,27,The Furze Wren - JD Wetherspoon,LEFFE BLONDE,£4.55,4.55,"https://www.pint-prices.com/pub/Broadway%20Square,%20Bexleyheath%20Shopping%20Centre,%206%20Market%20Pl,%20Bexleyheath%20DA6%207DY,%20UK/The%20Furze%20Wren%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,28,The Rose,FOSTERS,£4.55,4.55,"https://www.pint-prices.com/pub/179%20Broadway,%20Bexleyheath%20DA6%207ES,%20UK/The%20Rose",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,29,The Rose,CARLSBERG,£4.55,4.55,"https://www.pint-prices.com/pub/179%20Broadway,%20Bexleyheath%20DA6%207ES,%20UK/The%20Rose",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,30,Lord Hill,FOSTERS,£4.60,4.6,"https://www.pint-prices.com/pub/40%20Watling%20St,%20Bexleyheath%20DA6%207QG,%20UK/Lord%20Hill",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,31,The Bird & Barrel,BEXLEY BREWERY 'ARNSBERG' LAGER,£4.80,4.8,"https://www.pint-prices.com/pub/100%20Barnehurst%20Rd,%20Bexleyheath%20DA7%206HG,%20UK/The%20Bird%20%26%20Barrel",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,32,The Bird & Barrel,BEXLEY BREWERY '5 HOP' SESSION IPA,£4.80,4.8,"https://www.pint-prices.com/pub/100%20Barnehurst%20Rd,%20Bexleyheath%20DA7%206HG,%20UK/The%20Bird%20%26%20Barrel",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,33,Prince Albert,SPITFIRE,£4.90,4.9,"https://www.pint-prices.com/pub/2%20Broadway,%20Bexleyheath%20DA6%207LE,%20UK/Prince%20Albert",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,34,The Kings Arms,LONDON PRIDE,£4.90,4.9,"https://www.pint-prices.com/pub/156%20Broadway,%20Bexleyheath%20DA6%207DW,%20UK/The%20Kings%20Arms",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,35,George,AMSTEL,£5.40,5.4,"https://www.pint-prices.com/pub/74%20Bexley%20High%20St,%20Bexley%20DA5%201AJ,%20UK/George",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,36,Yacht,PERONI,£5.45,5.45,"https://www.pint-prices.com/pub/167%20Long%20Ln,%20Bexleyheath%20DA7%205AE,%20UK/Yacht",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,37,Delicio (Bexleyheath),PERONI,£5.45,5.45,"https://www.pint-prices.com/pub/157%20Broadway,%20Bexleyheath%20DA6%207EY,%20UK/Delicio%20(Bexleyheath)",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,38,The Kings Arms,AMSTEL,£5.50,5.5,"https://www.pint-prices.com/pub/156%20Broadway,%20Bexleyheath%20DA6%207DW,%20UK/The%20Kings%20Arms",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,39,Hazine,EFES,£6.00,6.0,"https://www.pint-prices.com/pub/Hazine,%20288-290%20Broadway,%20Bexleyheath%20DA6%208AJ,%20UK/Hazine",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,40,The Kings Arms,BIRRA MORETTI,£6.10,6.1,"https://www.pint-prices.com/pub/156%20Broadway,%20Bexleyheath%20DA6%207DW,%20UK/The%20Kings%20Arms",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,41,The Kings Arms,GUINNESS,£6.20,6.2,"https://www.pint-prices.com/pub/156%20Broadway,%20Bexleyheath%20DA6%207DW,%20UK/The%20Kings%20Arms",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bexley,42,Hazine,PERONI,£6.60,6.6,"https://www.pint-prices.com/pub/Hazine,%20288-290%20Broadway,%20Bexleyheath%20DA6%208AJ,%20UK/Hazine",https://www.pint-prices.com/borough-results/Bexley,£4.33,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,1,J.J. Moon's - JD Wetherspoon,BUD LIGHT,£2.59,2.59,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,2,J.J. Moon's - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,3,J.J. Moon's - JD Wetherspoon,CARLING,£2.99,2.99,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,4,J.J. Moon's - JD Wetherspoon,COORS,£2.99,2.99,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,5,J.J. Moon's - JD Wetherspoon,GUINNESS,£3.09,3.09,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,6,J.J. Moon's - JD Wetherspoon,BUDWEISER,£3.30,3.3,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,7,J.J. Moon's - JD Wetherspoon,STELLA ARTOIS,£4.08,4.08,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,8,J.J. Moon's - JD Wetherspoon,CORONA,£4.20,4.2,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,9,J.J. Moon's - JD Wetherspoon,SAN MIGUEL,£4.20,4.2,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Brent,10,J.J. Moon's - JD Wetherspoon,LEFFE BLONDE,£4.55,4.55,"https://www.pint-prices.com/pub/397%20High%20Rd,%20Wembley%20HA9%207DS,%20UK/J.J.%20Moon's%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Brent,£3.48,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,1,The Richmal Crompton - JD Wetherspoon,BUD LIGHT,£2.55,2.55,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,2,The Greyhound - JD Wetherspoon,BUD LIGHT,£2.55,2.55,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,3,The Richmal Crompton - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,4,The Greyhound - JD Wetherspoon,CARLSBERG PILSNER,£2.83,2.83,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,5,The Richmal Crompton - JD Wetherspoon,BUDWEISER,£3.84,3.84,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,6,The Greyhound - JD Wetherspoon,BUDWEISER,£3.84,3.84,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,7,The Richmal Crompton - JD Wetherspoon,CARLING,£3.88,3.88,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,8,The Richmal Crompton - JD Wetherspoon,COORS,£3.88,3.88,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,9,The Richmal Crompton - JD Wetherspoon,GUINNESS,£3.88,3.88,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,10,The Greyhound - JD Wetherspoon,CARLING,£3.88,3.88,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,11,The Greyhound - JD Wetherspoon,COORS,£3.88,3.88,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,12,The Greyhound - JD Wetherspoon,GUINNESS,£3.88,3.88,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,13,The Richmal Crompton - JD Wetherspoon,STELLA ARTOIS,£4.28,4.28,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,14,The Greyhound - JD Wetherspoon,STELLA ARTOIS,£4.28,4.28,"https://www.pint-prices.com/pub/205%20High%20St,%20Bromley%20BR1%201NY,%20UK/The%20Greyhound%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,15,O'Neill's Bromley,CARLING,£4.40,4.4,"https://www.pint-prices.com/pub/27-29%20East%20St,%20Bromley%20BR1%201QE,%20UK/O'Neill's%20Bromley",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,16,The Richmal Crompton - JD Wetherspoon,CORONA,£4.40,4.4,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
borough_pint_prices,Bromley,17,The Richmal Crompton - JD Wetherspoon,SAN MIGUEL,£4.40,4.4,"https://www.pint-prices.com/pub/Unit%2023,%20Westmoreland%20Place,%20Bromley%20BR1%201DS,%20UK/The%20Richmal%20Crompton%20-%20JD%20Wetherspoon",https://www.pint-prices.com/borough-results/Bromley,£4.18,2026-07-03T23:10:47+00:00,,,,,
